[ALERT] Time: 1745678132919 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133233 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133233 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133233 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133295 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133295 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133295 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133295 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133356 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133356 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133356 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133356 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133356 | Sensor: 12 | Type: Isolated High Spike | Temp: 75.230255 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133418 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133418 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133418 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133418 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133418 | Sensor: 12 | Type: Isolated High Spike | Temp: 75.230255 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133480 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133480 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133480 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133480 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133480 | Sensor: 12 | Type: Isolated High Spike | Temp: 75.230255 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133543 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133543 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133543 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133543 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133543 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133605 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133605 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133605 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133605 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133605 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133668 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133668 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133668 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133668 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133668 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133731 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133731 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133731 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133731 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133731 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133794 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133794 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133794 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133794 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133794 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133857 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133857 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133857 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133857 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133857 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133920 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133920 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133920 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133920 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133920 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133983 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133983 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133983 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133983 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678133983 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134044 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134044 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134044 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134044 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134044 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134105 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134105 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134105 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134105 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134105 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134168 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134168 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134168 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134168 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134168 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134230 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134230 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134230 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134230 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134230 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134292 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134292 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134292 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134292 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134292 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134355 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134355 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134355 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134355 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134355 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134416 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134416 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134416 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134416 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134416 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134478 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134478 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134478 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134478 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134478 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134541 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134541 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134541 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134541 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134541 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134602 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134602 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134602 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134602 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134602 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134664 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134664 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134664 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134664 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134664 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134742 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134742 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134742 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134742 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134742 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134818 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134818 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134818 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134818 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134818 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134879 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134879 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134879 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134879 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134879 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134941 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134941 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134941 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134941 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678134941 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135002 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135002 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135002 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135002 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135002 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135063 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135063 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135063 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135063 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135063 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135125 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135125 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135125 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135125 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135125 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135188 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135188 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135188 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135188 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135188 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135250 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135250 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135250 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135250 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135250 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135311 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135311 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135311 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135311 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135311 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135374 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135374 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135374 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135374 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135374 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135437 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135437 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135437 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135437 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135437 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135499 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135499 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135499 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135499 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135499 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135561 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135561 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135561 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135561 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135561 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135623 | Sensor: 4 | Type: Isolated High Spike | Temp: 83.154877 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135623 | Sensor: 9 | Type: Isolated High Spike | Temp: 80.390091 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135623 | Sensor: 2 | Type: Isolated High Spike | Temp: 78.756332 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135623 | Sensor: 6 | Type: Isolated High Spike | Temp: 78.233238 C [Note] Neighboring sensors are normal.
[ALERT] Time: 1745678135623 | Sensor: 15 | Type: Isolated High Spike | Temp: 76.962860 C [Note] Neighboring sensors are normal.
